Crop,Storage_Type,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
Banana,Ambient,19,24.6,91.3
Banana,Cold Storage,148,9.9,94.9
Sugarcane,Dry Storage,139,8.5,54.4
Banana,Ambient,74,16.8,57.6
Onion,Cold Storage,75,5.1,70.9
Grapes,Dry Storage,95,17.2,83.1
Banana,Ambient,80,13.0,79.3
Pulses,Cold Storage,38,8.9,70.4
Chilli,Dry Storage,81,24.2,75.3
Grapes,Cold Storage,58,13.6,72.0
Chilli,Ambient,178,10.9,93.1
Mango,Ambient,45,10.1,63.9
Tomato,Ambient,165,11.0,44.4
Potato,Dry Storage,111,11.6,67.5
Wheat,Cold Storage,73,14.9,90.8
Sugarcane,Ambient,90,22.1,46.9
Rice,Dry Storage,27,10.9,69.7
Sugarcane,Cold Storage,50,11.1,51.3
Onion,Cold Storage,23,17.3,79.6
Tomato,Dry Storage,79,10.8,83.1
Onion,Ambient,156,18.6,53.1
Potato,Ambient,73,22.2,60.3
Onion,Dry Storage,6,20.4,69.6
Maize,Ambient,38,7.4,69.0
Onion,Cold Storage,8,9.9,75.9
Cotton,Cold Storage,66,23.5,61.2
Maize,Dry Storage,85,6.9,77.4
Pulses,Cold Storage,31,9.9,42.6
Wheat,Cold Storage,78,18.4,54.5
Potato,Cold Storage,51,16.9,86.9
Groundnut,Ambient,16,11.7,81.7
Wheat,Ambient,100,8.1,94.5
Tomato,Cold Storage,105,15.5,79.7
Groundnut,Ambient,176,23.0,41.7
Tomato,Dry Storage,74,20.9,40.1
Grapes,Ambient,70,24.1,44.8
Onion,Cold Storage,118,25.0,89.0
Cotton,Cold Storage,72,5.2,46.3
Cotton,Dry Storage,103,5.8,45.5
Pulses,Ambient,125,5.6,49.2
Apple,Cold Storage,153,5.2,44.7
Grapes,Cold Storage,102,10.0,59.6
Wheat,Dry Storage,161,13.2,68.9
Apple,Dry Storage,91,11.1,86.9
Mango,Ambient,29,5.0,66.8
Wheat,Dry Storage,146,4.9,64.7
Maize,Cold Storage,114,10.3,51.9
Potato,Cold Storage,101,12.8,89.6
Banana,Ambient,100,13.8,60.9
Pulses,Dry Storage,88,9.8,75.3
Onion,Ambient,161,2.5,54.0
Grapes,Cold Storage,154,14.4,67.1
Onion,Cold Storage,107,9.9,87.4
Rice,Cold Storage,108,4.0,71.1
Sugarcane,Dry Storage,63,7.5,73.9
Grapes,Ambient,157,11.8,94.4
Pulses,Dry Storage,59,20.5,53.1
Maize,Ambient,121,20.5,68.7
Groundnut,Ambient,80,20.4,56.5
Mango,Ambient,159,15.5,43.1
Onion,Dry Storage,55,7.2,76.6
Onion,Dry Storage,160,2.3,65.7
Grapes,Cold Storage,41,19.0,76.8
Chilli,Cold Storage,138,11.0,85.8
Pulses,Cold Storage,67,2.9,90.1
Pulses,Cold Storage,59,8.1,75.3
Cotton,Ambient,145,9.0,62.7
Banana,Dry Storage,142,4.9,40.9
Onion,Ambient,36,8.3,77.8
Cotton,Cold Storage,86,24.8,45.5
Pulses,Cold Storage,84,20.0,73.1
Onion,Ambient,92,21.1,80.0
Grapes,Cold Storage,71,16.5,83.5
Groundnut,Cold Storage,9,23.0,61.8
Tomato,Dry Storage,157,20.2,69.3
Tomato,Dry Storage,107,4.5,70.3
Grapes,Dry Storage,44,18.9,74.8
Rice,Ambient,13,17.6,76.4
Onion,Dry Storage,92,10.6,50.3
Onion,Dry Storage,68,17.4,68.4
Wheat,Ambient,136,11.9,42.4
Rice,Ambient,98,11.3,86.5
Banana,Dry Storage,160,9.8,51.1
Maize,Dry Storage,27,4.4,47.9
Apple,Dry Storage,33,19.8,80.2
Potato,Dry Storage,147,10.0,93.3
Groundnut,Ambient,76,16.2,45.8
Banana,Dry Storage,56,24.9,92.8
Tomato,Ambient,102,10.7,64.9
Tomato,Cold Storage,90,12.0,63.8
Cotton,Cold Storage,30,13.7,82.5
Cotton,Ambient,55,21.2,65.5
Tomato,Ambient,43,8.9,72.3
Mango,Ambient,90,20.1,91.9
Onion,Ambient,132,19.8,45.5
Wheat,Dry Storage,62,13.8,46.8
Sugarcane,Dry Storage,68,8.6,90.5
Groundnut,Cold Storage,39,24.8,55.4
Banana,Ambient,32,20.0,59.7
Maize,Cold Storage,131,8.9,71.6
Wheat,Cold Storage,152,4.8,91.7
Potato,Ambient,11,2.6,75.5
Sugarcane,Cold Storage,22,5.9,91.5
Grapes,Dry Storage,84,23.2,63.3
Wheat,Cold Storage,50,8.2,84.5
Tomato,Ambient,49,4.0,68.9
Apple,Ambient,40,5.3,45.2
Grapes,Ambient,128,18.1,56.3
Mango,Cold Storage,138,22.7,89.7
Rice,Dry Storage,134,16.3,78.5
Rice,Cold Storage,71,20.7,90.9
Groundnut,Cold Storage,50,10.3,43.9
Sugarcane,Ambient,26,12.4,69.6
Rice,Cold Storage,159,8.8,64.4
Cotton,Cold Storage,83,11.1,58.5
Rice,Ambient,31,4.9,67.8
Potato,Ambient,176,19.5,74.9
Grapes,Cold Storage,23,23.2,82.5
Banana,Dry Storage,13,21.0,41.4
Chilli,Ambient,24,2.1,44.4
Mango,Ambient,143,14.7,61.9
Chilli,Dry Storage,159,2.8,88.0
Mango,Cold Storage,130,18.2,60.6
Sugarcane,Cold Storage,15,24.6,53.9
Onion,Dry Storage,177,21.9,49.0
Apple,Cold Storage,72,16.2,80.6
Sugarcane,Ambient,136,9.9,76.6
Cotton,Ambient,89,13.8,50.2
Wheat,Cold Storage,19,10.4,70.2
Grapes,Ambient,148,16.0,77.2
Pulses,Dry Storage,164,12.5,80.7
Cotton,Cold Storage,20,13.8,83.1
Groundnut,Cold Storage,105,8.7,48.9
Rice,Ambient,68,5.2,59.9
Pulses,Dry Storage,56,16.2,54.6
Maize,Cold Storage,166,6.7,50.6
Mango,Cold Storage,58,17.2,86.9
Mango,Ambient,116,17.9,89.2
Cotton,Dry Storage,77,10.4,42.0
Chilli,Dry Storage,27,22.3,74.7
Chilli,Cold Storage,58,10.9,58.7
Groundnut,Cold Storage,59,13.6,51.3
Tomato,Dry Storage,138,5.4,55.6
Sugarcane,Dry Storage,32,13.7,79.8
Cotton,Ambient,122,12.6,69.9
Grapes,Cold Storage,156,17.5,54.5
Wheat,Dry Storage,38,9.1,82.8
Cotton,Ambient,12,15.4,62.1
Wheat,Dry Storage,138,7.5,69.4
Grapes,Cold Storage,162,2.7,53.9
Cotton,Ambient,57,17.8,90.0
Sugarcane,Ambient,114,5.3,50.8
Groundnut,Dry Storage,148,13.4,74.1
Mango,Dry Storage,78,9.5,58.7
Potato,Ambient,168,18.6,50.0
Cotton,Ambient,24,12.8,62.9
Wheat,Dry Storage,139,16.3,73.5
Pulses,Cold Storage,148,11.7,91.7
Chilli,Dry Storage,28,22.3,47.2
Apple,Dry Storage,29,2.7,91.8
Maize,Cold Storage,13,4.7,94.7
Pulses,Cold Storage,54,20.1,45.2
Mango,Dry Storage,34,18.6,89.1
Maize,Cold Storage,5,9.4,73.2
Mango,Dry Storage,63,16.2,56.5
Apple,Cold Storage,24,20.6,69.3
Pulses,Cold Storage,39,5.7,67.0
Groundnut,Ambient,22,21.9,55.3
Potato,Ambient,64,24.4,85.1
Apple,Dry Storage,80,5.5,67.0
Mango,Dry Storage,140,4.7,75.0
Grapes,Dry Storage,27,4.9,50.0
Onion,Dry Storage,161,22.7,61.6
Banana,Dry Storage,79,19.0,65.5
Potato,Dry Storage,165,3.5,57.2
Pulses,Ambient,115,10.5,79.4
Apple,Ambient,18,17.9,43.1
Sugarcane,Cold Storage,29,18.1,80.1
Groundnut,Ambient,63,4.8,47.1
Grapes,Ambient,26,12.6,63.7
Maize,Cold Storage,74,21.3,51.0
Sugarcane,Dry Storage,157,12.4,54.1
Sugarcane,Ambient,21,14.7,48.8
Rice,Dry Storage,58,2.3,71.1
Tomato,Cold Storage,166,11.7,76.7
Potato,Ambient,91,8.2,56.6
Apple,Dry Storage,50,4.6,79.2
Onion,Ambient,116,15.1,50.3
Apple,Dry Storage,117,10.0,89.9
Maize,Dry Storage,115,10.4,70.1
Mango,Dry Storage,132,6.3,79.7
Chilli,Cold Storage,156,4.4,57.4
Chilli,Ambient,88,19.3,87.9
Pulses,Ambient,41,14.3,86.2
Banana,Dry Storage,19,22.7,47.9
Tomato,Dry Storage,115,18.4,68.6
Sugarcane,Ambient,178,9.0,78.7
Onion,Cold Storage,14,11.5,83.4
Pulses,Ambient,83,21.5,94.7
Rice,Ambient,11,18.1,55.1
Pulses,Dry Storage,77,19.2,54.5
Maize,Dry Storage,54,15.0,50.5
Rice,Ambient,126,21.8,77.0
Sugarcane,Dry Storage,35,10.8,61.0
Groundnut,Dry Storage,95,20.1,47.4
Tomato,Cold Storage,99,11.4,89.5
Mango,Cold Storage,99,22.6,43.4
Onion,Ambient,37,10.8,80.9
Apple,Cold Storage,172,3.2,61.2
Chilli,Dry Storage,51,18.2,52.6
Banana,Cold Storage,106,22.5,60.5
Apple,Ambient,70,7.4,93.1
Pulses,Cold Storage,92,14.4,71.6
Wheat,Dry Storage,39,20.0,51.5
Banana,Ambient,152,4.8,74.5
Rice,Ambient,114,17.3,68.4
Cotton,Cold Storage,149,8.1,88.4
Mango,Dry Storage,116,7.9,89.9
Cotton,Cold Storage,131,22.1,64.3
Maize,Ambient,35,16.1,69.6
Banana,Cold Storage,63,10.0,75.7
Potato,Ambient,78,15.0,87.6
Tomato,Dry Storage,96,6.1,60.2
Grapes,Cold Storage,119,10.8,86.1
Apple,Ambient,121,12.6,44.7
Banana,Dry Storage,52,20.1,60.3
Tomato,Cold Storage,115,17.1,90.6
Chilli,Ambient,42,15.8,67.4
Tomato,Dry Storage,92,19.2,64.0
Chilli,Dry Storage,78,16.3,54.2
Banana,Dry Storage,124,13.7,78.9
Onion,Cold Storage,88,4.8,49.9
Banana,Dry Storage,143,17.3,66.5
Groundnut,Cold Storage,79,14.8,41.1
Potato,Dry Storage,110,24.1,95.0
Rice,Cold Storage,57,13.0,48.7
Grapes,Ambient,111,23.0,42.7
Sugarcane,Ambient,25,13.4,70.6
Apple,Dry Storage,165,11.0,42.3
Apple,Ambient,40,19.7,77.2
Wheat,Ambient,95,2.0,88.6
Cotton,Cold Storage,154,16.0,92.5
Potato,Ambient,37,20.6,67.5
Tomato,Dry Storage,41,13.8,76.6
Wheat,Ambient,150,21.2,43.7
Wheat,Cold Storage,87,17.5,82.6
Sugarcane,Dry Storage,41,20.5,46.7
Cotton,Ambient,35,10.9,76.0
Sugarcane,Ambient,75,20.5,75.0
Maize,Ambient,56,24.0,64.1
Sugarcane,Dry Storage,12,14.5,58.0
Banana,Ambient,128,4.3,82.7
Maize,Ambient,112,12.4,51.2
Groundnut,Ambient,83,3.3,77.0
Pulses,Ambient,121,4.5,84.8
Groundnut,Ambient,36,4.6,69.2
Potato,Ambient,47,12.0,93.5
Rice,Ambient,8,20.5,52.9
Mango,Cold Storage,60,6.8,77.1
Wheat,Dry Storage,76,7.3,75.3
Potato,Cold Storage,12,14.3,84.6
Maize,Dry Storage,91,5.8,59.6
Potato,Ambient,85,8.7,40.8
Mango,Ambient,31,10.2,90.5
Wheat,Cold Storage,52,18.7,48.9
Onion,Cold Storage,64,23.1,57.0
Mango,Ambient,67,2.7,51.7
Cotton,Cold Storage,6,13.0,91.4
Rice,Cold Storage,18,9.1,76.7
Tomato,Cold Storage,70,24.7,45.2
Pulses,Dry Storage,166,21.7,44.1
Onion,Dry Storage,60,2.0,47.2
Potato,Ambient,152,9.6,75.8
Onion,Ambient,105,9.5,70.4
Sugarcane,Ambient,144,11.7,64.9
Tomato,Dry Storage,93,12.4,79.3
Grapes,Dry Storage,106,7.5,79.8
Maize,Dry Storage,173,13.4,55.3
Maize,Dry Storage,93,11.7,58.3
Onion,Cold Storage,163,10.5,72.8
Onion,Ambient,122,10.5,59.0
Apple,Cold Storage,69,16.2,56.4
Grapes,Dry Storage,92,4.0,88.6
Banana,Cold Storage,9,20.9,48.7
Groundnut,Dry Storage,168,6.2,81.4
Sugarcane,Dry Storage,136,8.5,93.4
Grapes,Ambient,145,16.1,68.9
Onion,Cold Storage,177,11.2,82.9
Groundnut,Cold Storage,61,4.9,41.9
Cotton,Cold Storage,87,5.5,66.2
Tomato,Cold Storage,12,17.2,64.6
Banana,Cold Storage,25,8.4,72.0
Banana,Dry Storage,88,16.0,91.1
Onion,Dry Storage,116,23.5,49.7
Banana,Ambient,94,13.0,40.5
Potato,Ambient,38,14.9,78.4
Rice,Cold Storage,110,7.7,43.6
Wheat,Ambient,64,20.8,44.6
Rice,Cold Storage,32,14.7,85.4
Rice,Ambient,126,5.9,51.7
Tomato,Dry Storage,49,5.5,53.1
Potato,Dry Storage,6,2.7,83.3
Groundnut,Dry Storage,125,17.4,74.6
Apple,Cold Storage,59,14.9,48.0
Sugarcane,Cold Storage,71,16.4,47.0
Onion,Cold Storage,100,24.9,51.4
Mango,Dry Storage,87,24.6,74.2
Tomato,Ambient,104,22.4,92.9
Apple,Dry Storage,56,8.1,55.2
Groundnut,Dry Storage,86,15.7,79.3
Maize,Cold Storage,73,5.7,93.5
Chilli,Dry Storage,51,7.9,41.0
Maize,Cold Storage,87,16.9,45.6
Onion,Dry Storage,60,16.5,78.0
Chilli,Ambient,38,6.8,74.6
Maize,Cold Storage,66,7.1,48.4
Sugarcane,Cold Storage,17,19.0,58.6
Rice,Cold Storage,134,15.7,62.7
Cotton,Ambient,64,18.9,53.7
Potato,Cold Storage,60,5.9,52.0
Banana,Cold Storage,104,22.1,66.0
Tomato,Dry Storage,179,11.9,74.6
Potato,Cold Storage,136,24.4,85.1
Pulses,Dry Storage,54,15.6,88.3
Apple,Cold Storage,104,16.0,65.2
Rice,Dry Storage,92,7.1,92.3
Wheat,Ambient,83,3.3,86.7
Grapes,Cold Storage,110,8.6,47.4
Banana,Ambient,92,2.3,47.9
Grapes,Ambient,133,24.6,85.6
Potato,Ambient,65,23.4,58.9
Chilli,Ambient,34,16.6,86.9
Wheat,Dry Storage,109,3.3,92.0
Sugarcane,Dry Storage,40,3.4,93.7
Cotton,Ambient,175,2.8,43.4
Wheat,Dry Storage,36,15.1,55.9
Cotton,Cold Storage,140,14.9,57.2
Pulses,Dry Storage,149,3.3,94.4
Banana,Dry Storage,169,16.1,61.2
Mango,Ambient,104,12.6,77.7
Chilli,Dry Storage,20,18.8,71.4
Groundnut,Cold Storage,175,20.8,53.3
Maize,Cold Storage,44,11.8,57.4
Apple,Dry Storage,116,11.6,70.4
Potato,Dry Storage,14,6.5,67.4
Cotton,Cold Storage,95,19.3,83.9
Groundnut,Cold Storage,79,5.1,80.7
Mango,Ambient,31,15.0,68.8
Rice,Dry Storage,129,22.6,70.9
Onion,Cold Storage,30,20.8,46.0
Potato,Cold Storage,96,20.1,88.8
Maize,Ambient,154,10.2,94.5
Rice,Dry Storage,43,10.5,49.6
Cotton,Ambient,163,4.6,63.7
Grapes,Cold Storage,138,9.4,75.7
Wheat,Cold Storage,6,21.0,55.4
Grapes,Dry Storage,34,16.2,79.8
Rice,Cold Storage,157,16.0,71.1
Groundnut,Dry Storage,98,14.5,69.3
Apple,Cold Storage,51,13.0,51.6
Chilli,Dry Storage,83,14.1,82.0
Onion,Ambient,116,5.7,85.3
Pulses,Dry Storage,8,13.3,62.3
Apple,Ambient,69,7.8,62.1
Groundnut,Dry Storage,94,14.4,51.3
Banana,Ambient,10,20.6,73.8
Wheat,Dry Storage,106,5.1,46.4
Onion,Ambient,46,12.7,40.8
Wheat,Dry Storage,176,22.7,61.2
Groundnut,Dry Storage,162,7.4,81.6
Wheat,Ambient,27,2.1,61.5
Chilli,Ambient,176,9.4,86.3
Cotton,Cold Storage,63,20.3,45.3
Apple,Cold Storage,112,22.6,59.5
Mango,Ambient,5,5.3,40.9
Maize,Dry Storage,89,18.6,90.1
Tomato,Ambient,77,9.5,47.3
Maize,Ambient,139,2.3,76.8
Wheat,Dry Storage,173,6.1,87.9
Cotton,Dry Storage,143,17.5,53.7
Onion,Dry Storage,96,24.1,42.5
Rice,Cold Storage,147,4.9,91.1
Chilli,Cold Storage,59,14.6,60.4
Potato,Cold Storage,12,5.7,70.7
Cotton,Dry Storage,83,4.4,75.3
Tomato,Ambient,118,24.9,61.5
Sugarcane,Dry Storage,94,15.2,85.0
Apple,Ambient,67,14.9,47.3
Wheat,Cold Storage,136,17.9,45.2
Sugarcane,Cold Storage,11,13.9,47.0
Mango,Ambient,39,24.8,40.1
Apple,Dry Storage,45,15.8,40.2
Potato,Dry Storage,118,11.5,56.9
Mango,Cold Storage,94,10.7,72.0
Wheat,Ambient,70,13.5,52.5
Tomato,Ambient,134,21.2,75.2
Tomato,Cold Storage,136,7.0,81.5
Pulses,Cold Storage,71,7.1,64.1
Apple,Dry Storage,146,18.3,53.6
Grapes,Ambient,119,16.3,78.8
Wheat,Cold Storage,26,12.6,53.8
Sugarcane,Dry Storage,168,15.6,44.5
Mango,Ambient,17,14.3,88.8
Mango,Cold Storage,30,20.3,54.3
Apple,Ambient,118,21.8,67.5
Maize,Dry Storage,128,8.6,79.0
Cotton,Dry Storage,109,21.1,78.3
Tomato,Cold Storage,45,10.6,41.6
Rice,Dry Storage,161,14.1,50.9
Cotton,Ambient,106,9.6,85.6
Wheat,Ambient,136,24.3,81.4
Maize,Dry Storage,143,7.9,75.4
Onion,Cold Storage,31,24.0,73.5
Apple,Cold Storage,27,7.3,59.8
Cotton,Dry Storage,71,22.1,49.6
Groundnut,Ambient,157,9.4,73.6
Groundnut,Cold Storage,107,6.0,40.5
Wheat,Dry Storage,50,9.2,53.7
Grapes,Dry Storage,44,10.7,41.1
Chilli,Cold Storage,92,3.5,57.8
Banana,Dry Storage,92,5.9,66.2
Onion,Ambient,154,11.1,47.3
Mango,Cold Storage,40,8.5,87.1
Pulses,Dry Storage,144,4.0,67.2
Banana,Cold Storage,113,3.4,70.3
Onion,Cold Storage,116,13.7,62.9
Groundnut,Ambient,86,12.5,45.7
Cotton,Dry Storage,22,16.8,68.8
Sugarcane,Ambient,128,21.6,92.5
Rice,Ambient,16,24.3,43.8
Pulses,Dry Storage,141,24.8,66.9
Maize,Ambient,130,8.0,58.5
Mango,Ambient,90,15.2,91.8
Tomato,Ambient,27,22.0,41.9
Apple,Dry Storage,77,23.1,55.3
Banana,Ambient,128,12.1,54.1
Chilli,Cold Storage,140,19.0,57.4
Cotton,Ambient,70,19.5,86.2
Cotton,Cold Storage,118,21.2,40.9
Apple,Ambient,106,18.6,88.2
Apple,Dry Storage,68,24.4,44.3
Rice,Cold Storage,154,13.0,68.8
Groundnut,Cold Storage,76,18.7,67.6
Mango,Ambient,150,15.2,40.2
Maize,Cold Storage,105,4.4,40.1
Wheat,Cold Storage,67,15.0,42.6
Banana,Dry Storage,160,23.5,72.8
Maize,Dry Storage,123,23.3,91.8
Mango,Dry Storage,96,10.9,90.7
Apple,Ambient,8,10.9,50.0
Chilli,Ambient,43,18.7,63.9
Potato,Ambient,115,3.2,80.8
Mango,Dry Storage,53,15.5,69.8
Potato,Ambient,161,24.5,70.2
Chilli,Dry Storage,60,17.1,93.3
Mango,Dry Storage,162,8.0,82.9
Rice,Dry Storage,172,16.5,46.0
Banana,Cold Storage,164,7.0,62.6
Pulses,Ambient,34,11.2,88.9
Maize,Cold Storage,44,22.4,83.6
Rice,Cold Storage,109,24.7,80.6
Rice,Dry Storage,163,20.7,49.9
Cotton,Ambient,91,5.8,40.4
Potato,Cold Storage,103,20.1,83.6
Tomato,Ambient,17,9.0,79.2
Cotton,Cold Storage,168,17.7,67.7
Pulses,Dry Storage,176,22.3,76.4
Pulses,Cold Storage,101,7.9,41.9
Tomato,Cold Storage,37,12.0,44.8
Groundnut,Cold Storage,174,17.8,47.2
Pulses,Dry Storage,154,18.2,92.3
Cotton,Ambient,173,7.6,77.7
Tomato,Ambient,137,14.8,91.8
Banana,Dry Storage,45,6.9,74.8
Wheat,Dry Storage,125,12.7,45.4
Cotton,Cold Storage,20,18.3,91.7
Maize,Ambient,169,9.8,88.5
Potato,Dry Storage,43,22.4,70.8
Banana,Ambient,174,24.5,48.9
Tomato,Dry Storage,142,13.8,47.3
Pulses,Dry Storage,70,17.8,75.9
Onion,Cold Storage,63,9.7,65.2
Wheat,Cold Storage,168,6.9,57.0
Tomato,Ambient,177,10.2,56.2
Groundnut,Dry Storage,122,6.6,47.6
Tomato,Dry Storage,52,18.1,80.6
Groundnut,Dry Storage,92,15.7,41.7
Chilli,Dry Storage,56,24.4,75.6
Maize,Ambient,12,10.5,43.4
Rice,Dry Storage,90,7.1,41.8
Potato,Ambient,124,16.3,60.8
Maize,Cold Storage,40,6.0,75.2
Pulses,Cold Storage,166,14.3,75.6
Pulses,Cold Storage,139,23.1,89.1
Grapes,Ambient,72,23.8,87.9
Grapes,Ambient,127,10.4,92.2
Wheat,Dry Storage,65,15.7,87.0
Apple,Dry Storage,130,19.2,78.7
Groundnut,Ambient,122,7.2,54.9
Maize,Dry Storage,72,15.8,61.2
Maize,Ambient,156,21.4,47.7
Potato,Ambient,117,6.9,56.0
Cotton,Dry Storage,168,9.3,87.9
Rice,Dry Storage,90,21.8,43.9
Wheat,Cold Storage,114,9.8,63.1
Chilli,Ambient,104,12.7,82.5
Chilli,Ambient,93,19.3,86.5
Groundnut,Ambient,174,10.1,93.3
Banana,Cold Storage,24,3.5,85.2
Sugarcane,Cold Storage,53,15.3,49.4
Maize,Dry Storage,23,11.9,48.1
Mango,Dry Storage,141,12.7,79.0
Tomato,Cold Storage,89,7.3,62.0
Potato,Ambient,155,22.7,42.8
Chilli,Ambient,162,3.0,71.8
Onion,Dry Storage,80,22.2,88.0
Rice,Dry Storage,32,10.6,88.1
Rice,Cold Storage,167,24.8,41.2
Wheat,Cold Storage,68,22.9,69.8
Pulses,Ambient,73,8.9,48.0
Cotton,Dry Storage,140,16.9,87.5
Banana,Ambient,151,3.7,61.9
Sugarcane,Cold Storage,36,24.8,79.9
Pulses,Cold Storage,118,13.5,40.6
Onion,Cold Storage,96,5.0,53.4
Sugarcane,Dry Storage,52,4.0,67.5
Apple,Ambient,8,5.9,69.9
Onion,Ambient,66,6.9,72.1
Maize,Dry Storage,165,9.6,56.2
Cotton,Ambient,170,16.1,77.5
Sugarcane,Dry Storage,174,22.7,66.2
Potato,Ambient,132,16.7,59.1
Groundnut,Ambient,14,10.2,80.4
Banana,Ambient,133,22.8,54.5
Groundnut,Dry Storage,156,3.3,59.8
Potato,Ambient,66,16.1,90.2
Groundnut,Ambient,152,2.7,40.7
Banana,Cold Storage,26,10.4,76.9
Potato,Dry Storage,52,10.3,60.4
Mango,Dry Storage,72,3.6,60.1
Grapes,Ambient,174,20.5,52.2
Pulses,Ambient,167,21.9,72.7
Groundnut,Dry Storage,161,22.7,48.7
Sugarcane,Cold Storage,80,2.9,91.1
Wheat,Ambient,179,10.8,49.3
Wheat,Dry Storage,40,13.2,50.1
Wheat,Ambient,94,24.6,46.8
Tomato,Ambient,173,20.9,84.2
Chilli,Ambient,139,7.0,88.6
Potato,Ambient,133,19.2,90.3
Pulses,Cold Storage,154,24.4,91.7
Cotton,Ambient,122,6.7,83.8
Sugarcane,Dry Storage,109,14.9,61.9
Onion,Dry Storage,63,11.4,54.9
Tomato,Ambient,103,7.0,80.4
Apple,Dry Storage,147,23.6,66.1
Mango,Ambient,163,17.3,68.1
Tomato,Ambient,18,21.2,64.1
Apple,Cold Storage,116,5.9,81.3
Rice,Dry Storage,22,14.2,64.3
Banana,Ambient,47,9.7,91.0
Groundnut,Cold Storage,173,7.3,64.8
Cotton,Ambient,156,2.2,49.2
Mango,Ambient,163,8.7,65.6
Apple,Dry Storage,34,8.9,64.1
Banana,Ambient,12,10.7,90.5
Pulses,Dry Storage,131,19.3,88.8
Potato,Dry Storage,31,2.2,74.7
Rice,Ambient,69,15.1,81.0
Pulses,Dry Storage,174,19.9,71.6
Potato,Ambient,92,8.3,51.7
Potato,Dry Storage,123,7.2,61.8
Groundnut,Ambient,115,23.7,74.8
Groundnut,Ambient,105,24.6,92.1
Pulses,Cold Storage,17,12.7,56.5
Maize,Cold Storage,80,20.9,64.3
Groundnut,Dry Storage,24,22.5,70.8
Potato,Dry Storage,82,21.8,70.7
Banana,Dry Storage,116,24.3,48.5
Onion,Cold Storage,79,11.1,87.1
Apple,Ambient,136,12.6,54.4
Groundnut,Ambient,57,11.2,57.2
Grapes,Cold Storage,130,19.0,77.4
Onion,Dry Storage,112,5.9,83.2
Sugarcane,Cold Storage,85,5.8,64.9
Pulses,Dry Storage,73,17.0,66.9
Rice,Cold Storage,74,12.6,73.4
Sugarcane,Dry Storage,163,23.1,48.4
Chilli,Dry Storage,167,13.6,47.5
Pulses,Cold Storage,58,12.3,89.9
Sugarcane,Ambient,110,20.2,67.1
Groundnut,Ambient,112,23.2,77.1
Banana,Ambient,118,7.5,48.8
Groundnut,Ambient,76,14.5,43.9
Rice,Ambient,173,22.4,60.5
Tomato,Ambient,61,3.7,80.6
Rice,Cold Storage,33,19.6,57.5
Onion,Cold Storage,114,17.9,50.4
Grapes,Cold Storage,104,4.7,73.3
Onion,Ambient,43,4.9,67.5
Groundnut,Dry Storage,109,6.3,92.8
Tomato,Dry Storage,43,8.0,87.2
Onion,Ambient,145,13.5,56.5
Tomato,Cold Storage,116,10.6,83.5
Rice,Ambient,58,14.6,42.7
Wheat,Ambient,116,2.3,90.9
Cotton,Ambient,172,24.1,79.9
Potato,Ambient,13,16.5,55.7
Pulses,Ambient,35,22.5,74.1
Onion,Dry Storage,119,3.5,51.4
Mango,Ambient,20,22.0,41.9
Groundnut,Ambient,137,24.3,87.8
Grapes,Ambient,161,7.3,70.0
Mango,Cold Storage,70,20.2,63.1
Maize,Cold Storage,77,2.9,72.6
Cotton,Cold Storage,12,7.2,40.6
Groundnut,Ambient,71,24.0,47.2
Wheat,Ambient,149,21.2,66.4
Pulses,Cold Storage,71,2.3,90.0
Pulses,Ambient,147,24.1,50.1
Pulses,Dry Storage,53,11.8,58.1
Maize,Cold Storage,150,8.6,74.9
Apple,Dry Storage,26,10.2,50.0
Banana,Dry Storage,164,5.1,45.8
Groundnut,Cold Storage,153,9.8,88.9
Banana,Cold Storage,90,7.8,74.3
Potato,Dry Storage,140,9.7,87.4
Banana,Ambient,107,18.2,46.3
Cotton,Dry Storage,101,13.2,67.2
Grapes,Ambient,31,21.5,78.5
Pulses,Ambient,133,21.9,94.0
Sugarcane,Cold Storage,91,18.8,84.6
Sugarcane,Cold Storage,63,8.4,48.8
Grapes,Cold Storage,13,8.4,92.9
Pulses,Dry Storage,147,19.6,46.7
Mango,Dry Storage,29,24.5,42.5
Cotton,Dry Storage,76,6.7,57.4
Apple,Ambient,83,13.7,92.7
Sugarcane,Dry Storage,20,22.9,83.5
Grapes,Dry Storage,173,10.5,49.0
Grapes,Ambient,59,8.4,85.7
Groundnut,Ambient,64,17.6,52.3
Pulses,Cold Storage,132,10.1,54.0
Chilli,Dry Storage,40,3.9,60.7
Tomato,Dry Storage,48,7.1,75.5
Wheat,Dry Storage,167,16.2,93.8
Chilli,Dry Storage,74,7.0,49.8
Onion,Ambient,168,11.5,53.3
Mango,Cold Storage,109,8.0,81.7
Tomato,Ambient,97,4.0,90.2
Banana,Cold Storage,173,5.6,70.8
Maize,Cold Storage,20,19.3,61.1
Tomato,Dry Storage,153,16.7,91.4
Potato,Dry Storage,82,19.5,89.0
Maize,Ambient,173,11.8,54.9
Maize,Dry Storage,116,8.6,40.4
Chilli,Dry Storage,8,4.4,77.0
Onion,Ambient,35,13.8,58.2
Apple,Cold Storage,118,16.8,83.5
Wheat,Cold Storage,32,24.9,49.1
Apple,Dry Storage,91,11.3,74.1
Chilli,Cold Storage,177,10.1,82.5
Apple,Cold Storage,131,18.9,78.3
