Crop,Season,Max_Shelf_Life_Days,Optimal_Temp_C,Optimal_Humidity_%
grapes,Rabi,19,18.9,73.7
soybean,Zaid,135,24.9,67.8
pulses,Rabi,197,9.6,72.7
apple,Rabi,58,8.5,59.0
potato,Kharif,79,22.1,64.8
potato,Zaid,63,16.4,65.2
brinjal,Kharif,12,14.9,55.1
soybean,Rabi,105,20.4,57.0
grapes,Kharif,16,15.1,56.7
grapes,Zaid,7,11.6,62.2
cabbage,Kharif,16,23.6,85.2
groundnut,Zaid,174,23.8,58.7
sugarcane,Zaid,4,24.6,69.8
maize,Zaid,163,15.3,79.9
mango,Zaid,15,20.9,71.9
orange,Zaid,53,13.1,65.7
cauliflower,Kharif,8,10.0,56.3
groundnut,Zaid,216,20.9,71.3
wheat,Rabi,330,18.4,60.9
potato,Zaid,57,10.3,78.0
rice,Kharif,186,16.4,83.0
chilli,Zaid,27,15.0,71.3
soybean,Kharif,123,21.9,72.3
orange,Zaid,85,11.6,59.5
apple,Kharif,137,12.6,82.4
mango,Zaid,23,22.2,82.0
tomato,Rabi,8,9.7,88.3
banana,Rabi,7,12.4,78.3
brinjal,Zaid,7,9.2,77.1
mango,Zaid,23,15.6,87.7
tomato,Rabi,6,16.4,79.3
cauliflower,Rabi,10,13.5,61.4
maize,Kharif,107,10.2,72.1
pulses,Zaid,190,16.5,60.2
apple,Rabi,123,15.5,66.0
orange,Kharif,58,21.7,70.5
wheat,Zaid,198,24.2,63.9
brinjal,Zaid,12,20.9,80.6
onion,Kharif,160,14.2,55.7
pulses,Rabi,223,11.8,85.2
sugarcane,Kharif,2,10.2,69.2
cabbage,Kharif,18,16.4,60.1
mango,Zaid,12,22.6,69.0
potato,Rabi,88,18.2,77.4
banana,Rabi,7,8.5,65.6
maize,Kharif,136,17.8,76.2
sugarcane,Rabi,5,15.5,68.4
wheat,Zaid,185,24.5,83.3
cabbage,Rabi,23,15.1,83.0
mango,Zaid,21,14.6,56.9
potato,Kharif,107,11.6,86.1
chilli,Rabi,35,16.9,73.8
soybean,Rabi,129,22.4,86.8
onion,Zaid,118,12.9,62.6
onion,Rabi,111,12.4,79.7
onion,Kharif,157,22.2,82.0
soybean,Rabi,91,14.8,72.1
rice,Kharif,130,20.4,76.3
grapes,Rabi,8,18.6,77.8
sugarcane,Kharif,2,13.5,72.1
sugarcane,Rabi,4,17.6,69.4
cauliflower,Rabi,23,24.4,88.2
banana,Zaid,7,8.6,85.0
onion,Zaid,162,18.0,59.8
cauliflower,Zaid,13,18.9,73.6
apple,Kharif,124,20.6,66.3
brinjal,Kharif,18,16.5,82.3
sugarcane,Zaid,5,9.4,63.8
chilli,Rabi,27,16.0,86.2
brinjal,Zaid,6,8.5,59.1
apple,Zaid,145,8.5,67.3
potato,Rabi,56,24.2,71.0
onion,Kharif,136,11.3,76.7
brinjal,Kharif,12,14.5,75.1
grapes,Rabi,15,19.7,62.7
cotton,Rabi,425,11.7,69.1
potato,Zaid,74,10.0,62.5
maize,Rabi,142,19.7,80.7
potato,Zaid,64,10.1,64.2
groundnut,Kharif,153,11.4,60.0
onion,Zaid,144,12.0,57.9
soybean,Zaid,95,23.0,67.7
grapes,Kharif,18,9.5,62.3
onion,Rabi,90,21.7,81.1
maize,Rabi,234,8.1,73.1
tomato,Kharif,5,12.9,86.7
rice,Kharif,267,18.5,56.1
mango,Zaid,9,21.8,80.4
groundnut,Kharif,189,21.2,55.0
potato,Kharif,89,22.4,57.8
pulses,Zaid,285,23.6,67.5
rice,Rabi,242,21.1,62.0
banana,Zaid,7,11.0,73.4
grapes,Zaid,7,10.1,60.7
cotton,Kharif,358,24.1,84.2
tomato,Zaid,7,20.2,60.2
brinjal,Rabi,16,15.7,89.0
maize,Kharif,157,9.2,73.0
sugarcane,Rabi,7,9.5,79.4
cauliflower,Rabi,17,17.9,68.4
onion,Kharif,130,18.3,64.2
orange,Rabi,83,10.3,86.7
cotton,Rabi,415,13.6,61.5
onion,Kharif,142,15.4,56.7
potato,Zaid,61,24.7,60.3
rice,Rabi,261,16.9,82.5
chilli,Zaid,24,18.4,87.2
potato,Rabi,86,10.1,70.7
maize,Kharif,110,11.8,71.0
orange,Zaid,58,12.7,71.8
orange,Kharif,27,10.4,69.9
pulses,Zaid,259,8.3,72.9
brinjal,Zaid,17,12.1,59.5
sugarcane,Zaid,5,10.9,88.5
tomato,Rabi,11,15.6,57.1
tomato,Kharif,6,16.3,67.5
apple,Zaid,63,21.7,76.3
brinjal,Kharif,12,12.6,67.8
potato,Rabi,119,21.3,68.8
pulses,Zaid,257,12.4,89.9
mango,Zaid,8,12.2,59.5
potato,Kharif,76,15.9,83.7
brinjal,Zaid,11,11.7,86.2
pulses,Kharif,296,23.4,76.1
apple,Rabi,94,19.7,89.1
chilli,Kharif,17,10.0,75.6
cauliflower,Rabi,22,24.3,84.6
orange,Rabi,68,14.6,69.0
pulses,Rabi,162,11.5,87.1
cabbage,Rabi,14,20.2,77.5
rice,Zaid,211,13.0,74.8
banana,Rabi,7,14.4,70.7
potato,Rabi,81,12.5,80.0
grapes,Rabi,19,20.7,69.2
rice,Rabi,166,23.7,87.0
brinjal,Zaid,10,23.8,81.3
rice,Zaid,184,20.5,84.5
wheat,Zaid,253,10.2,59.8
apple,Kharif,121,16.9,66.4
banana,Kharif,7,19.0,86.9
sugarcane,Zaid,4,18.2,68.2
potato,Zaid,72,15.9,86.2
groundnut,Kharif,179,15.8,76.0
grapes,Zaid,14,17.1,65.4
cauliflower,Kharif,21,21.9,88.5
potato,Rabi,65,22.2,86.8
mango,Zaid,10,16.9,66.5
mango,Zaid,10,16.0,79.5
tomato,Kharif,4,11.8,88.9
brinjal,Kharif,18,10.1,66.8
sugarcane,Rabi,4,16.2,60.4
brinjal,Zaid,12,17.5,60.4
onion,Zaid,145,15.1,77.1
cotton,Kharif,499,17.5,69.0
soybean,Rabi,141,20.1,58.4
chilli,Kharif,31,12.2,76.5
soybean,Zaid,97,11.3,66.0
brinjal,Rabi,20,9.3,87.0
soybean,Rabi,108,17.4,85.6
tomato,Rabi,6,15.0,89.7
groundnut,Zaid,152,24.1,78.3
banana,Kharif,7,18.5,83.9
potato,Rabi,64,18.8,87.1
banana,Kharif,7,15.7,55.4
cotton,Zaid,489,16.6,68.1
potato,Zaid,103,12.4,64.0
groundnut,Zaid,209,12.6,74.0
orange,Zaid,48,20.7,89.0
cotton,Rabi,471,20.8,60.8
sugarcane,Kharif,2,16.4,80.8
onion,Rabi,155,16.8,80.5
cabbage,Kharif,14,13.3,77.4
mango,Zaid,9,23.7,82.8
apple,Zaid,156,11.4,70.4
cotton,Zaid,500,23.2,89.5
rice,Zaid,269,22.5,64.9
cabbage,Zaid,28,23.7,73.2
mango,Zaid,9,15.9,63.0
apple,Rabi,74,20.8,63.2
cabbage,Zaid,21,21.5,57.2
wheat,Kharif,241,19.2,72.9
brinjal,Zaid,12,15.2,59.7
pulses,Kharif,237,9.5,66.5
wheat,Kharif,279,22.0,80.0
cauliflower,Kharif,21,13.6,58.6
chilli,Zaid,25,9.9,64.8
mango,Zaid,14,20.0,80.6
cauliflower,Zaid,14,12.1,86.1
maize,Kharif,174,20.1,84.7
onion,Zaid,168,8.1,72.4
onion,Rabi,89,12.9,67.2
maize,Kharif,127,12.9,66.4
mango,Zaid,21,16.1,70.5
chilli,Kharif,33,10.3,79.7
grapes,Kharif,5,15.6,88.7
banana,Zaid,7,22.9,66.5
potato,Zaid,88,15.8,69.8
grapes,Zaid,12,10.9,75.8
sugarcane,Rabi,4,22.8,88.8
banana,Zaid,7,9.6,86.8
apple,Kharif,75,20.6,86.8
groundnut,Rabi,218,20.7,70.9
mango,Zaid,9,11.7,84.4
soybean,Zaid,114,9.6,60.7
cotton,Kharif,303,13.2,78.2
mango,Zaid,18,12.4,79.2
cabbage,Zaid,23,15.5,85.5
mango,Zaid,9,12.4,81.6
cauliflower,Kharif,8,21.9,64.3
cotton,Kharif,325,15.3,81.1
brinjal,Kharif,11,8.4,79.8
orange,Rabi,69,18.2,82.5
chilli,Zaid,28,13.7,65.1
cabbage,Zaid,20,9.4,55.7
mango,Zaid,18,8.5,87.5
maize,Kharif,158,20.7,74.2
mango,Zaid,20,8.3,55.2
soybean,Kharif,122,20.2,65.4
mango,Zaid,14,20.1,69.6
chilli,Kharif,35,21.6,65.8
rice,Kharif,207,10.9,66.8
wheat,Zaid,202,21.1,86.2
pulses,Rabi,279,12.7,77.5
mango,Zaid,16,24.1,64.0
cotton,Kharif,528,8.3,88.6
potato,Kharif,72,19.8,84.4
tomato,Kharif,7,15.8,76.0
banana,Zaid,7,18.8,59.4
cotton,Zaid,456,23.7,87.1
orange,Kharif,78,12.7,60.9
cauliflower,Kharif,22,23.3,81.1
grapes,Zaid,17,14.1,68.7
cabbage,Zaid,23,16.8,82.0
soybean,Zaid,138,23.0,75.6
wheat,Kharif,207,22.2,63.2
sugarcane,Kharif,2,9.5,64.5
orange,Zaid,45,14.9,81.5
grapes,Rabi,19,24.9,63.9
brinjal,Kharif,18,16.4,75.3
cauliflower,Rabi,15,13.5,67.8
cauliflower,Kharif,8,23.1,61.7
banana,Rabi,7,14.1,63.3
cabbage,Kharif,18,20.2,64.9
brinjal,Kharif,5,19.7,56.3
rice,Kharif,134,18.0,60.8
rice,Zaid,251,16.0,87.3
maize,Kharif,157,9.2,75.8
cauliflower,Rabi,17,8.0,62.8
cabbage,Rabi,24,10.3,65.2
groundnut,Zaid,210,10.0,59.2
tomato,Kharif,6,16.7,62.9
orange,Rabi,88,24.2,79.5
wheat,Rabi,177,23.7,65.1
cauliflower,Kharif,15,17.9,87.3
sugarcane,Rabi,6,9.0,67.6
tomato,Zaid,5,10.6,56.4
brinjal,Rabi,13,22.4,89.4
cotton,Rabi,354,18.7,59.9
maize,Kharif,131,10.9,87.7
wheat,Rabi,233,23.9,59.8
apple,Zaid,84,23.6,58.8
groundnut,Kharif,97,22.6,70.6
maize,Rabi,154,16.4,64.2
maize,Kharif,161,22.2,79.5
mango,Zaid,13,15.3,61.3
tomato,Zaid,8,24.7,60.0
banana,Rabi,7,9.8,72.6
sugarcane,Zaid,4,19.2,85.2
cotton,Zaid,387,8.8,79.3
brinjal,Kharif,6,16.4,70.3
groundnut,Rabi,175,15.1,62.9
soybean,Rabi,164,15.5,61.7
onion,Rabi,160,16.1,60.6
pulses,Zaid,326,10.7,56.4
cabbage,Rabi,29,12.5,81.8
onion,Rabi,108,10.9,84.6
cabbage,Zaid,26,9.4,73.4
grapes,Kharif,12,18.0,76.2
pulses,Rabi,298,13.8,83.5
apple,Zaid,148,11.8,77.5
chilli,Kharif,25,23.7,87.0
groundnut,Rabi,213,11.8,84.1
potato,Zaid,111,14.1,59.4
potato,Zaid,58,9.0,67.9
sugarcane,Kharif,5,9.5,85.4
cotton,Zaid,296,20.1,62.1
brinjal,Kharif,8,14.0,80.5
pulses,Zaid,234,11.0,56.2
potato,Kharif,82,20.8,77.2
orange,Kharif,67,14.6,80.9
tomato,Zaid,8,21.6,74.1
orange,Zaid,36,24.6,81.7
maize,Zaid,113,15.0,78.7
wheat,Rabi,270,17.9,81.2
orange,Zaid,85,10.0,75.7
maize,Kharif,158,24.1,57.6
sugarcane,Zaid,5,21.0,88.7
orange,Kharif,32,16.6,81.6
soybean,Zaid,164,18.1,88.3
pulses,Zaid,188,14.9,69.8
soybean,Rabi,147,17.3,87.4
mango,Zaid,23,9.8,83.1
wheat,Rabi,285,17.5,88.4
banana,Rabi,7,18.0,87.5
cauliflower,Kharif,20,24.0,57.2
soybean,Kharif,141,9.9,85.8
soybean,Zaid,126,20.2,72.8
brinjal,Rabi,13,11.0,87.0
cotton,Zaid,559,8.2,87.5
cotton,Kharif,530,8.0,72.4
maize,Kharif,148,17.0,64.4
soybean,Kharif,133,9.1,73.2
cauliflower,Rabi,9,18.1,65.6
cauliflower,Zaid,14,12.7,78.9
banana,Zaid,7,18.7,85.1
pulses,Kharif,166,23.2,65.3
brinjal,Rabi,19,23.8,59.1
grapes,Rabi,7,8.9,61.0
tomato,Zaid,9,14.8,82.7
chilli,Zaid,26,17.5,60.5
banana,Zaid,7,11.0,74.0
mango,Zaid,24,15.0,58.0
groundnut,Kharif,200,19.4,88.1
potato,Kharif,53,12.5,81.5
chilli,Zaid,26,13.2,87.8
mango,Zaid,18,12.2,84.5
pulses,Kharif,287,21.8,78.1
grapes,Kharif,8,17.2,63.7
apple,Kharif,81,15.2,90.0
soybean,Kharif,117,8.3,85.4
mango,Zaid,17,19.4,72.4
rice,Zaid,211,14.6,77.1
cotton,Rabi,582,23.9,82.2
groundnut,Rabi,221,16.2,78.9
cabbage,Rabi,23,23.6,56.1
brinjal,Kharif,14,23.6,79.5
groundnut,Kharif,107,13.6,87.7
maize,Zaid,130,12.5,61.0
soybean,Zaid,150,20.5,55.3
cauliflower,Kharif,12,18.5,80.5
chilli,Rabi,22,13.0,71.6
banana,Kharif,7,23.7,86.8
soybean,Rabi,90,17.0,62.6
potato,Kharif,87,13.6,86.6
apple,Kharif,50,11.1,70.5
potato,Kharif,67,24.2,76.4
soybean,Kharif,114,22.9,67.9
cauliflower,Kharif,19,20.3,66.6
cotton,Kharif,365,14.7,67.5
mango,Zaid,22,20.6,76.6
groundnut,Rabi,115,8.0,73.7
apple,Zaid,125,15.9,85.3
grapes,Rabi,6,14.6,64.7
potato,Rabi,119,11.1,85.1
pulses,Zaid,203,17.4,66.0
chilli,Rabi,26,21.9,85.6
cauliflower,Zaid,13,12.8,73.7
rice,Rabi,219,17.6,78.3
onion,Zaid,90,19.6,60.4
pulses,Zaid,165,17.5,81.1
potato,Zaid,113,20.2,81.6
grapes,Kharif,9,10.0,59.7
chilli,Zaid,26,10.6,77.9
sugarcane,Zaid,4,10.5,66.2
tomato,Kharif,9,18.9,82.1
cabbage,Rabi,25,20.7,79.5
potato,Kharif,100,11.2,56.7
pulses,Rabi,343,10.0,59.3
orange,Kharif,46,12.6,76.7
chilli,Kharif,21,13.9,67.6
cotton,Kharif,536,14.3,68.1
banana,Rabi,7,22.0,57.1
pulses,Zaid,323,9.5,87.2
cotton,Zaid,495,20.9,59.1
apple,Kharif,135,15.7,64.6
groundnut,Rabi,141,13.2,64.2
maize,Kharif,158,8.7,67.8
chilli,Zaid,36,17.9,86.9
brinjal,Kharif,9,16.0,76.6
brinjal,Rabi,6,12.4,72.3
orange,Kharif,59,20.6,85.2
tomato,Zaid,9,17.3,88.4
pulses,Rabi,180,15.9,57.2
cabbage,Rabi,29,12.2,68.2
banana,Kharif,7,11.4,77.4
cotton,Zaid,536,22.4,88.3
cotton,Zaid,399,11.4,65.3
rice,Kharif,259,24.6,89.5
sugarcane,Zaid,6,8.1,78.8
chilli,Rabi,23,20.3,66.4
potato,Zaid,72,20.8,65.6
chilli,Zaid,33,20.5,83.6
cabbage,Kharif,20,23.5,79.6
chilli,Kharif,20,15.7,65.7
wheat,Kharif,189,11.4,85.1
groundnut,Zaid,106,8.4,90.0
apple,Kharif,131,13.2,82.7
cabbage,Rabi,16,11.7,77.4
mango,Zaid,21,22.2,69.9
wheat,Kharif,203,16.6,74.0
cauliflower,Kharif,21,14.4,74.4
maize,Kharif,174,14.1,76.0
soybean,Rabi,118,10.4,80.0
sugarcane,Zaid,4,22.4,74.8
maize,Zaid,105,9.5,83.7
sugarcane,Zaid,6,19.8,63.7
wheat,Kharif,296,19.0,83.2
maize,Rabi,139,11.3,86.0
groundnut,Kharif,193,23.7,67.9
brinjal,Rabi,10,21.2,85.7
potato,Kharif,50,21.0,75.9
potato,Kharif,81,12.0,69.9
mango,Zaid,10,18.9,62.1
potato,Zaid,71,19.9,88.7
wheat,Zaid,260,10.6,72.8
rice,Kharif,255,20.8,60.5
cabbage,Kharif,23,19.1,60.9
cauliflower,Rabi,18,20.8,89.4
grapes,Rabi,11,12.5,83.9
pulses,Zaid,332,16.2,61.0
maize,Rabi,178,13.2,79.3
sugarcane,Zaid,4,18.9,81.5
sugarcane,Kharif,6,12.3,64.5
soybean,Rabi,168,11.8,73.2
tomato,Rabi,5,23.5,59.4
cotton,Kharif,346,23.6,66.1
wheat,Zaid,210,23.2,85.1
pulses,Kharif,277,21.0,61.9
groundnut,Zaid,164,11.6,65.1
tomato,Zaid,6,19.4,86.0
brinjal,Rabi,20,10.7,88.4
potato,Rabi,84,14.4,68.8
onion,Zaid,76,15.6,76.7
groundnut,Zaid,208,24.1,82.3
potato,Rabi,99,15.3,65.1
cotton,Zaid,337,16.8,89.9
pulses,Kharif,293,21.5,72.4
chilli,Rabi,38,23.7,67.8
onion,Kharif,114,15.0,75.3
cabbage,Zaid,17,17.1,66.5
maize,Zaid,175,12.1,88.9
potato,Zaid,60,12.6,58.5
chilli,Kharif,29,15.3,77.6
cauliflower,Kharif,8,14.5,59.0
groundnut,Zaid,160,16.9,55.7
banana,Kharif,7,14.6,67.8
mango,Zaid,19,23.8,73.3
onion,Rabi,149,9.9,61.4
rice,Kharif,259,19.5,59.6
rice,Zaid,228,11.6,62.8
cotton,Zaid,463,18.6,66.7
grapes,Zaid,17,14.1,83.0
onion,Zaid,101,14.2,86.7
cotton,Zaid,334,17.6,85.7
mango,Zaid,9,15.5,63.2
potato,Zaid,51,23.0,79.2
cabbage,Rabi,20,12.1,68.6
rice,Rabi,234,13.6,89.0
cauliflower,Zaid,15,14.2,83.4
chilli,Rabi,35,18.3,88.8
rice,Kharif,180,16.6,77.8
banana,Zaid,7,13.3,58.9
orange,Zaid,54,8.8,82.8
soybean,Kharif,84,23.8,76.3
sugarcane,Rabi,5,24.8,60.8
cabbage,Zaid,13,22.5,87.6
maize,Zaid,120,19.1,82.3
brinjal,Rabi,6,8.9,77.5
brinjal,Zaid,9,24.8,64.4
tomato,Rabi,4,11.1,55.4
chilli,Rabi,38,15.9,76.4
mango,Zaid,10,8.6,56.6
cauliflower,Kharif,8,24.5,75.6
banana,Zaid,7,13.4,74.5
sugarcane,Kharif,4,16.0,87.2
orange,Kharif,67,18.6,72.0
groundnut,Rabi,145,16.2,86.4
rice,Rabi,289,21.9,71.0
pulses,Kharif,297,10.3,74.3
sugarcane,Rabi,3,14.3,80.2
cotton,Zaid,372,17.5,74.0
orange,Rabi,41,20.7,57.3
sugarcane,Kharif,6,20.4,64.1
rice,Rabi,275,23.9,63.8
mango,Zaid,21,16.3,76.4
tomato,Kharif,5,17.1,71.0
cabbage,Rabi,25,22.2,74.0
mango,Zaid,23,22.2,74.5
wheat,Rabi,179,18.3,57.7
grapes,Zaid,5,22.5,67.2
pulses,Rabi,326,21.2,57.0
chilli,Kharif,19,23.8,67.5
pulses,Rabi,286,22.0,83.0
sugarcane,Zaid,6,16.4,68.4
cotton,Zaid,309,23.6,73.1
maize,Rabi,117,9.7,83.6
rice,Zaid,218,8.6,60.3
groundnut,Zaid,103,19.5,77.1
soybean,Rabi,153,21.4,65.4
apple,Zaid,71,15.6,80.3
onion,Zaid,161,19.7,67.3
grapes,Rabi,7,21.1,68.9
potato,Rabi,57,18.6,71.8
banana,Rabi,7,20.5,76.9
onion,Zaid,156,21.0,70.6
cotton,Kharif,248,19.0,86.3
tomato,Kharif,4,22.3,79.8
chilli,Rabi,29,14.8,55.0
maize,Kharif,189,8.6,68.7
rice,Kharif,245,19.5,79.5
soybean,Rabi,151,21.5,63.6
wheat,Rabi,259,18.2,84.1
mango,Zaid,21,13.3,75.3
apple,Kharif,144,10.9,72.7
cabbage,Zaid,23,15.4,86.5
orange,Kharif,41,14.3,72.5
apple,Kharif,70,16.9,84.5
brinjal,Rabi,16,8.7,73.7
chilli,Zaid,33,18.9,59.5
grapes,Kharif,6,16.6,66.0
wheat,Rabi,233,15.5,67.4
wheat,Rabi,217,20.4,83.8
cauliflower,Kharif,15,14.9,79.5
soybean,Rabi,140,13.8,69.4
groundnut,Zaid,214,15.8,73.6
cabbage,Zaid,21,16.6,73.9
maize,Rabi,234,8.6,57.5
chilli,Zaid,22,17.8,75.7
groundnut,Rabi,188,12.0,59.6
grapes,Rabi,16,12.3,67.0
wheat,Rabi,299,22.5,65.8
maize,Kharif,201,22.4,66.3
grapes,Kharif,6,21.2,76.5
maize,Kharif,214,8.2,57.5
pulses,Rabi,211,22.0,78.0
cotton,Kharif,394,8.4,89.0
mango,Zaid,18,11.8,76.0
banana,Kharif,7,23.8,89.7
banana,Rabi,7,8.5,76.7
mango,Zaid,9,8.9,84.6
apple,Rabi,82,20.6,66.5
orange,Rabi,87,14.7,87.8
chilli,Zaid,18,18.3,81.7
apple,Rabi,94,10.0,60.7
cabbage,Kharif,27,20.2,80.2
potato,Kharif,53,12.9,67.9
orange,Zaid,50,22.1,63.7
onion,Rabi,149,24.3,73.5
brinjal,Zaid,13,11.9,59.5
groundnut,Kharif,151,8.5,76.6
chilli,Kharif,36,14.9,61.9
pulses,Zaid,201,11.7,56.2
groundnut,Rabi,176,23.0,80.4
tomato,Zaid,9,15.0,58.0
soybean,Kharif,125,15.7,87.0
cabbage,Rabi,29,9.4,76.2
cauliflower,Zaid,20,21.8,65.0
cotton,Kharif,485,16.7,56.3
chilli,Rabi,21,18.1,85.1
potato,Rabi,98,11.4,56.0
pulses,Rabi,318,11.4,63.8
groundnut,Zaid,152,23.1,90.0
soybean,Rabi,129,23.8,69.3
cotton,Zaid,535,13.7,73.8
cabbage,Zaid,18,12.7,67.0
banana,Zaid,7,19.2,55.8
banana,Rabi,7,16.6,55.8
mango,Zaid,16,16.1,82.9
sugarcane,Kharif,4,14.4,66.8
brinjal,Kharif,17,10.2,79.1
brinjal,Kharif,17,10.0,79.8
grapes,Kharif,7,16.8,87.2
onion,Rabi,116,19.9,87.3
tomato,Kharif,4,23.8,56.8
maize,Zaid,224,22.3,71.4
grapes,Rabi,14,23.2,72.5
cauliflower,Rabi,10,11.5,74.6
groundnut,Zaid,104,23.8,85.5
cauliflower,Rabi,20,18.9,77.3
mango,Zaid,21,10.8,56.6
banana,Rabi,7,11.5,88.9
tomato,Zaid,4,21.1,62.1
sugarcane,Rabi,5,8.3,61.3
wheat,Kharif,277,8.7,71.8
orange,Zaid,33,22.6,89.3
tomato,Zaid,5,17.4,73.1
pulses,Zaid,330,13.5,82.8
rice,Kharif,195,23.0,77.2
soybean,Rabi,177,14.1,69.8
cotton,Rabi,550,14.3,86.5
mango,Zaid,16,11.9,89.9
groundnut,Kharif,112,19.3,89.1
mango,Zaid,11,9.3,77.0
onion,Zaid,144,23.9,64.3
maize,Rabi,183,20.5,68.9
grapes,Zaid,17,22.9,56.3
apple,Rabi,173,9.6,59.1
banana,Kharif,7,14.2,72.1
groundnut,Zaid,122,11.1,55.6
onion,Kharif,100,22.2,84.6
pulses,Zaid,211,17.4,64.0
cabbage,Kharif,25,10.6,70.8
brinjal,Zaid,5,8.2,87.0
cabbage,Zaid,28,12.3,81.0
grapes,Kharif,16,8.7,60.3
wheat,Rabi,185,10.2,71.0
grapes,Rabi,14,17.0,57.4
onion,Kharif,152,13.1,82.6
maize,Rabi,220,23.8,85.3
brinjal,Rabi,16,23.6,78.4
groundnut,Rabi,176,17.0,86.8
soybean,Zaid,144,19.4,64.5
banana,Kharif,7,19.3,66.7
chilli,Zaid,37,16.3,64.5
wheat,Rabi,310,20.6,89.1
cabbage,Zaid,25,17.7,66.1
rice,Rabi,289,20.8,67.6
chilli,Rabi,38,11.6,64.7
apple,Kharif,153,14.2,74.1
apple,Zaid,139,19.6,77.4
rice,Rabi,273,24.1,80.6
wheat,Kharif,161,10.0,86.5
sugarcane,Kharif,2,14.0,74.0
tomato,Rabi,6,20.1,71.5
tomato,Kharif,5,19.9,58.5
grapes,Rabi,8,9.6,63.1
orange,Rabi,30,10.3,72.1
cabbage,Kharif,20,22.4,82.6
rice,Zaid,236,12.3,73.0
rice,Zaid,253,12.7,76.4
apple,Kharif,83,15.6,68.2
cauliflower,Zaid,13,16.4,86.4
chilli,Kharif,29,20.2,71.1
sugarcane,Kharif,2,11.2,83.3
mango,Zaid,9,11.7,81.0
orange,Zaid,67,15.0,76.4
rice,Zaid,222,17.5,74.2
orange,Zaid,50,10.8,66.2
sugarcane,Rabi,2,13.6,84.9
tomato,Kharif,9,22.3,58.0
grapes,Zaid,16,24.9,81.4
apple,Zaid,131,19.5,79.6
brinjal,Kharif,15,21.8,79.3
wheat,Kharif,206,14.9,79.2
tomato,Zaid,5,13.1,80.7
maize,Kharif,123,23.5,84.7
orange,Rabi,55,23.1,69.2
pulses,Kharif,227,24.3,77.3
maize,Rabi,178,22.1,69.2
rice,Rabi,262,22.8,55.8
tomato,Rabi,6,12.2,60.0
wheat,Kharif,277,23.8,79.7
onion,Zaid,78,21.8,88.4
rice,Zaid,186,23.2,89.8
tomato,Kharif,5,11.9,78.6
brinjal,Rabi,14,15.0,80.8
sugarcane,Kharif,4,10.3,89.4
brinjal,Zaid,10,16.6,78.1
soybean,Kharif,127,9.2,60.5
sugarcane,Zaid,2,20.7,87.6
banana,Rabi,7,17.3,63.4
grapes,Zaid,6,14.8,86.8
cabbage,Kharif,20,17.2,72.3
rice,Kharif,145,13.6,89.7
sugarcane,Kharif,2,9.4,67.6
potato,Rabi,64,19.0,65.2
grapes,Rabi,16,10.4,62.8
cauliflower,Zaid,11,8.7,78.3
pulses,Rabi,204,12.7,78.6
cabbage,Zaid,23,20.9,81.6
brinjal,Kharif,6,16.4,77.5
banana,Rabi,7,22.7,70.1
potato,Zaid,56,22.7,57.7
maize,Zaid,105,19.1,80.0
orange,Rabi,87,20.1,73.3
groundnut,Kharif,114,8.3,89.4
rice,Zaid,192,21.7,84.4
potato,Kharif,78,19.4,68.4
soybean,Rabi,132,23.9,77.4
cotton,Zaid,558,13.6,57.6
chilli,Zaid,38,16.7,83.4
wheat,Zaid,231,18.3,58.6
apple,Kharif,86,21.1,84.1
orange,Kharif,38,11.2,59.6
onion,Rabi,112,22.8,55.5
rice,Zaid,252,24.0,58.9
onion,Kharif,155,20.6,58.6
cauliflower,Rabi,13,14.3,59.5
maize,Kharif,122,24.9,70.6
sugarcane,Rabi,2,19.3,73.4
potato,Kharif,58,20.8,58.6
tomato,Rabi,9,19.2,62.8
cotton,Rabi,541,23.0,74.8
pulses,Kharif,214,19.3,89.9
apple,Zaid,68,23.5,62.4
apple,Zaid,91,8.7,84.3
chilli,Zaid,33,23.2,63.3
potato,Rabi,65,24.4,74.4
chilli,Rabi,36,10.3,66.7
cotton,Rabi,446,17.0,60.5
onion,Zaid,133,21.1,76.9
mango,Zaid,14,11.7,72.3
tomato,Kharif,6,14.2,81.7
sugarcane,Zaid,3,10.2,76.1
cabbage,Zaid,20,13.3,62.2
onion,Rabi,100,20.2,79.5
chilli,Zaid,17,15.8,85.7
rice,Rabi,145,10.8,55.8
cabbage,Kharif,17,12.9,59.9
apple,Zaid,150,22.4,56.7
orange,Rabi,32,23.7,86.5
groundnut,Rabi,235,20.1,89.8
wheat,Zaid,289,21.0,73.3
brinjal,Kharif,9,23.6,72.2
grapes,Kharif,6,13.8,72.8
cotton,Zaid,417,9.9,81.7
orange,Rabi,73,10.2,56.1
pulses,Rabi,226,11.3,87.9
wheat,Rabi,217,15.3,61.7
rice,Kharif,189,16.7,86.3
wheat,Kharif,245,8.0,61.0
tomato,Rabi,5,8.9,72.6
rice,Rabi,204,19.9,73.6
maize,Zaid,137,20.4,70.9
cabbage,Kharif,16,14.5,56.3
maize,Rabi,237,11.0,71.9
cauliflower,Zaid,15,17.8,59.5
cauliflower,Kharif,15,13.6,69.7
cauliflower,Rabi,9,10.0,59.4
tomato,Kharif,10,22.3,83.8
wheat,Zaid,212,24.7,62.4
apple,Zaid,54,20.0,63.0
onion,Zaid,106,14.8,62.3
apple,Zaid,53,11.9,71.1
chilli,Kharif,16,14.7,65.4
orange,Zaid,78,22.5,72.2
